UniqKey	Family	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
arya-stark	Старки	-0.08262935280799866	0.04166698455810547	0.02293936349451542	-0.0971185564994812	-0.1299765706062317	-0.03610243275761604	-0.02489444799721241	-0.09848032891750336	0.16908076405525208	-0.17269638180732727	0.07508721947669983	-0.0052923522889614105	-0.16660544276237488	0.05675221234560013	-0.1192786917090416	0.11764739453792572	-0.14892823994159698	-0.25365567207336426	-0.07777045667171478	-0.053248804062604904	-0.0061516533605754375	0.021388079971075058	-0.05745543912053108	0.10789839923381805	-0.11746533215045929	-0.24472841620445251	-0.044453829526901245	-0.0626930296421051	-0.010101186111569405	-0.02115614153444767	-0.008651702664792538	0.13300290703773499	-0.20798364281654358	-0.01278846524655819	0.022246723994612694	0.06105796992778778	0.005329594016075134	-0.044609006494283676	0.25105082988739014	0.08258993178606033	-0.2562699615955353	-0.03660895302891731	0.05513937026262283	0.3519414961338043	0.22417907416820526	-0.030970463529229164	-0.04231729358434677	-0.0039454260841012	0.20079286396503448	-0.33508384227752686	-0.044003453105688095	0.22149993479251862	0.07737479358911514	0.06256356090307236	0.05190185457468033	-0.036381449550390244	0.10370173305273056	0.065165676176548	-0.16704913973808289	0.033928822726011276	0.0669308677315712	-0.18379729986190796	0.04455732926726341	-0.11325892060995102	0.22590118646621704	0.034535955637693405	-0.05447462201118469	-0.09841577708721161	0.1692388653755188	-0.22395706176757812	-0.10228730738162994	0.04565689340233803	-0.08120331913232803	-0.14776383340358734	-0.24622677266597748	-0.013961346819996834	0.3747062385082245	0.2733103632926941	-0.09726516902446747	0.17036135494709015	-0.06849351525306702	-0.03370536118745804	0.11232852935791016	0.08922675251960754	-0.020208969712257385	0.06240742653608322	-0.058258578181266785	0.00649658590555191	0.30925998091697693	-0.014758102595806122	-0.018000362440943718	0.19467146694660187	0.005801192484796047	-0.0365305095911026	0.07096319645643234	-0.008670183829963207	-0.07171212881803513	-0.028487280011177063	-0.17533986270427704	0.05424899607896805	-0.05769921466708183	-0.025763779878616333	0.03451782092452049	0.07419287413358688	-0.1648331582546234	0.09778065979480743	-0.06461413949728012	-0.03599434718489647	-0.07542908936738968	0.008473864756524563	-0.1033146008849144	-0.07437209784984589	0.10553227365016937	-0.19919925928115845	0.14998795092105865	0.1190817579627037	-0.006550425663590431	0.114251509308815	0.06510651111602783	0.025017019361257553	-0.03495209664106369	-0.029484251514077187	-0.06747905910015106	-0.15925346314907074	0.1188720241189003	-0.011737088672816753	0.10146757960319519	0.009367028251290321
arya-stark	Старки	-0.03631575405597687	0.02006816491484642	-0.06622795760631561	-0.05521524325013161	-0.07650735229253769	-0.07304303348064423	0.045566901564598083	-0.046378038823604584	0.16650442779064178	-0.07973814010620117	0.09470485895872116	-0.027649488300085068	-0.18194586038589478	0.06133027747273445	-0.09275002777576447	0.17117714881896973	-0.1560288369655609	-0.19635245203971863	-0.10602794587612152	-0.05475108325481415	0.07424762845039368	0.05217733234167099	-0.06867321580648422	0.20291568338871002	-0.13166052103042603	-0.2529696226119995	-0.013199437409639359	-0.050461545586586	-0.03976910188794136	-0.06516988575458527	0.05696745589375496	0.1644856035709381	-0.2226109653711319	0.014054409228265285	0.0686061680316925	0.06839200854301453	-0.03427042067050934	-0.068559430539608	0.26224640011787415	0.12080436199903488	-0.2540439963340759	-0.0032605319283902645	0.10052638500928879	0.3918629288673401	0.17334811389446259	-0.026995638385415077	-0.018872812390327454	0.015859797596931458	0.14027617871761322	-0.354409784078598	-0.027402104809880257	0.19884948432445526	0.05077657848596573	0.10434587299823761	0.012574301101267338	-0.07982578873634338	0.0759568065404892	0.08357594907283783	-0.23245549201965332	0.036707308143377304	0.021066520363092422	-0.1525689661502838	-0.010180654004216194	-0.08740942180156708	0.20531006157398224	0.06470517069101334	-0.10344281792640686	-0.08975881338119507	0.13316401839256287	-0.2760251760482788	-0.11344662308692932	0.04804906249046326	-0.07231616973876953	-0.19008396565914154	-0.2906140387058258	-0.01507585495710373	0.3345314860343933	0.21040338277816772	-0.1349237710237503	0.14212967455387115	-0.008232787251472473	-0.0003401827998459339	0.11380307376384735	0.1246626228094101	0.01266808807849884	0.07049011439085007	-0.06256861239671707	0.05740829557180405	0.27727895975112915	-0.004131851717829704	-0.03574146330356598	0.2535143494606018	0.03297387808561325	-0.09420197457075119	0.045708902180194855	0.0356515571475029	-0.040688786655664444	-0.05946386978030205	-0.16762688755989075	0.023792780935764313	-0.03350184112787247	0.01584506966173649	0.002609341638162732	0.0773170217871666	-0.2067042887210846	0.13793793320655823	-0.025509987026453018	-0.06467124074697495	-0.06398729979991913	0.03958325460553169	-0.1359647661447525	-0.07706934958696365	0.07475170493125916	-0.21962092816829681	0.1690216213464737	0.1442851573228836	0.002097255550324917	0.09598640352487564	-0.004897352308034897	0.01343994215130806	-0.01697220839560032	-0.06313429772853851	-0.10920335352420807	-0.12157856673002243	0.1168128177523613	0.017927968874573708	0.057259701192379	-0.02980341762304306
arya-stark	Старки	-0.056221913546323776	-0.018910765647888184	0.05686138570308685	-0.11082208901643753	-0.059382226318120956	-0.031481437385082245	-0.0008060485124588013	-0.06913844496011734	0.16387727856636047	-0.18181727826595306	0.1439811885356903	0.024528054520487785	-0.15470242500305176	0.002676056930795312	-0.03969774767756462	0.10759206116199493	-0.10886891186237335	-0.2224883884191513	-0.05170457065105438	-0.06420884281396866	0.005913739092648029	0.026378173381090164	-0.05775469169020653	0.10988759249448776	-0.14409145712852478	-0.2593720853328705	-0.04665346071124077	-0.007641488686203957	-0.042914241552352905	-0.03408166393637657	0.04604395106434822	0.19985374808311462	-0.22197400033473969	0.032467905431985855	-0.005816570948809385	0.13386787474155426	-0.05705364793539047	-0.05887942761182785	0.2436680644750595	0.11319443583488464	-0.23246116936206818	-0.021009471267461777	0.007347015663981438	0.36860111355781555	0.1964036524295807	-0.07452582567930222	-0.03083285130560398	0.008606000803411007	0.1964154839515686	-0.38135743141174316	-0.030154766514897346	0.21508580446243286	0.06740494072437286	0.08694667369127274	0.040679410099983215	-0.03701917827129364	0.11002187430858612	0.11233996599912643	-0.20503956079483032	0.02550572156906128	-0.023947861045598984	-0.2132803499698639	0.049657635390758514	-0.11795719712972641	0.2079007774591446	0.08125408738851547	-0.08216428011655807	-0.0997617095708847	0.14198920130729675	-0.18370819091796875	-0.1259308010339737	0.09212545305490494	-0.11241818219423294	-0.17321954667568207	-0.325979620218277	0.029438819736242294	0.3286724090576172	0.22432643175125122	-0.10334330797195435	0.15824435651302338	-0.06517782062292099	-0.01641281507909298	0.09967270493507385	0.12159951776266098	0.0045756008476018906	0.034915097057819366	-0.059447191655635834	0.031421784311532974	0.2728027105331421	-0.0035606976598501205	-0.06531189382076263	0.21526814997196198	0.009402230381965637	0.00890850368887186	0.033710479736328125	0.011697027832269669	-0.04102945327758789	-0.01922985538840294	-0.1805269867181778	0.03654862195253372	-0.06255121529102325	0.0011340780183672905	0.024578478187322617	0.11156290024518967	-0.2025671750307083	0.16829346120357513	-0.02868274413049221	-0.03311142325401306	-0.015074312686920166	0.00078313157428056	-0.0961996465921402	-0.06781162321567535	0.055021967738866806	-0.28301602602005005	0.13454663753509521	0.15153750777244568	0.02085905335843563	0.13524197041988373	0.056338272988796234	0.008915276266634464	-0.05514448136091232	-0.06324051320552826	-0.11101566255092621	-0.0853458046913147	0.10691935569047928	0.04866920784115791	0.03635941445827484	0.013962864875793457
arya-stark	Старки	-0.032136090099811554	0.039673447608947754	0.025663308799266815	-0.07114443928003311	-0.035581763833761215	-0.041541554033756256	0.004528587684035301	-0.1292269378900528	0.16633114218711853	-0.1299915462732315	0.08244242519140244	0.018223073333501816	-0.22874701023101807	0.048870593309402466	-0.03147156164050102	0.12931692600250244	-0.10047508776187897	-0.17695003747940063	-0.062078140676021576	-0.0642232596874237	0.12805944681167603	0.00550204049795866	-0.08631668239831924	0.14369939267635345	-0.08646009862422943	-0.18643556535243988	-0.06802625954151154	-0.009341644123196602	-0.001930760219693184	-0.003134565893560648	0.0041205259039998055	0.06734451651573181	-0.20331701636314392	0.019066518172621727	0.020877351984381676	0.10591099411249161	-0.015620557591319084	-0.07617678493261337	0.23510995507240295	0.13181327283382416	-0.19076430797576904	0.01244840957224369	0.040896013379096985	0.307349294424057	0.20595407485961914	0.013283533975481987	-0.010347776114940643	-0.03159796819090843	0.2400442510843277	-0.3526436984539032	-0.04908432811498642	0.20681330561637878	0.0782381147146225	0.09841122478246689	0.04767574369907379	-0.14958810806274414	0.1147351786494255	0.024890122935175896	-0.24447767436504364	0.10556373000144958	0.03324238210916519	-0.20028120279312134	-0.01949135586619377	-0.10611595958471298	0.21701885759830475	0.046572793275117874	-0.1244189590215683	-0.09093957394361496	0.14002886414527893	-0.23606804013252258	-0.09245076775550842	0.054295819252729416	-0.11175090819597244	-0.15291249752044678	-0.2682324945926666	-0.011201562359929085	0.3968561589717865	0.20641642808914185	-0.17846593260765076	0.15982234477996826	-0.06535281240940094	-0.010163778439164162	0.12093673646450043	0.12727677822113037	0.04905813932418823	0.07527923583984375	-0.0882025882601738	-0.010693036019802094	0.28020769357681274	-0.03712136298418045	0.016049496829509735	0.31906867027282715	0.0192209891974926	0.03863702714443207	0.027160976082086563	0.0385579951107502	-0.08609608560800552	-0.08304306864738464	-0.14412766695022583	-0.03395307436585426	-0.041855696588754654	-0.06887596100568771	0.0507998913526535	0.032509539276361465	-0.23747405409812927	0.18236537277698517	-0.031733110547065735	0.020118044689297676	-0.05563077703118324	-0.018679620698094368	-0.16712361574172974	-0.014696558006107807	0.1262754201889038	-0.24930861592292786	0.1670525223016739	0.15639133751392365	-0.010550913400948048	0.06887433677911758	0.03145687282085419	0.07407940924167633	-0.03165438026189804	-0.044073767960071564	-0.09790657460689545	-0.12508010864257812	0.04227472096681595	-0.010788865387439728	0.040037237107753754	0.011921650730073452
arya-stark	Старки	-0.01216108724474907	0.011926337145268917	0.04183772951364517	-0.06998925656080246	-0.06235084682703018	-0.004758623894304037	0.06585566699504852	-0.109495148062706	0.21253223717212677	-0.12669886648654938	0.14981354773044586	0.0046164775267243385	-0.17817024886608124	0.02136557549238205	-0.0007222015410661697	0.05665251240134239	-0.08553620427846909	-0.19412843883037567	-0.043665580451488495	-0.029576387256383896	0.01537371426820755	0.00465909019112587	-0.045698657631874084	0.0848466083407402	-0.17530371248722076	-0.24556273221969604	-0.06169978529214859	-0.03157826513051987	-0.04325978457927704	-0.02748672477900982	0.10765302181243896	0.2096121460199356	-0.1913122832775116	0.010146495886147022	0.03402700275182724	0.0856485664844513	-0.004646779969334602	-0.08604539930820465	0.2708228826522827	0.09243801981210709	-0.21990524232387543	-0.009511556476354599	0.003135375678539276	0.3495774269104004	0.19844351708889008	-0.09430588036775589	0.01615557074546814	-0.04183819144964218	0.22511819005012512	-0.3358692526817322	-0.058751191943883896	0.18249166011810303	0.09171925485134125	0.03508501872420311	0.05668177083134651	-0.0738234743475914	0.08983340114355087	0.052014172077178955	-0.1920277178287506	0.05576152727007866	0.019913047552108765	-0.16792726516723633	0.04744501784443855	-0.09779395908117294	0.19973763823509216	0.015958167612552643	-0.0883135125041008	-0.09995685517787933	0.13568115234375	-0.17114560306072235	-0.10073787719011307	0.11070525646209717	-0.15075384080410004	-0.19202739000320435	-0.289937287569046	0.028135979548096657	0.391864150762558	0.1598069816827774	-0.15891984105110168	0.1453086882829666	-0.09572448581457138	0.007535974960774183	0.08520305156707764	0.14586883783340454	0.044598303735256195	-0.00957360491156578	-0.05911809578537941	0.01415843702852726	0.3485652506351471	-0.04724118113517761	-0.07734062522649765	0.2313036024570465	-0.00831206701695919	-0.013670099899172783	0.00664471136406064	-0.02220241166651249	-0.029176918789744377	0.009344389662146568	-0.14308790862560272	0.05052310600876808	-0.04195937141776085	-0.014075695537030697	0.030686238780617714	0.11923351883888245	-0.27479538321495056	0.15788643062114716	-0.03134457394480705	-0.04262516647577286	0.00848389696329832	-0.04578370973467827	-0.11794932186603546	-0.015104669146239758	0.12283192574977875	-0.32797038555145264	0.14821594953536987	0.11962766945362091	0.0029494953341782093	0.11397403478622437	0.00971481017768383	0.02100300043821335	0.005015908740460873	0.005359497852623463	-0.08798065036535263	-0.09406568109989166	0.06843908876180649	0.022370710968971252	0.005330517888069153	-0.02436678856611252
arya-stark	Старки	-0.0901159718632698	0.06735683232545853	0.0527632012963295	-0.06945807486772537	-0.12601029872894287	-0.038145873695611954	0.0035525141283869743	-0.04705491662025452	0.15491607785224915	-0.1416100114583969	0.07513895630836487	0.003606522921472788	-0.18318873643875122	0.07052009552717209	-0.07006267458200455	0.11544890701770782	-0.09865903854370117	-0.21633876860141754	-0.11632903665304184	-0.03755012899637222	0.01921325922012329	0.043890781700611115	-0.09395001083612442	0.12218622118234634	-0.10711753368377686	-0.21028615534305573	-0.027495216578245163	-0.0069474270567297935	-0.019334755837917328	-0.04274449124932289	-0.027637338265776634	0.1422695517539978	-0.19097064435482025	0.0006510354578495026	0.0035492675378918648	0.07559171319007874	-0.018190758302807808	-0.04162163659930229	0.22699671983718872	0.07730373740196228	-0.23908479511737823	-0.0290924571454525	0.042029257863759995	0.34335988759994507	0.19864191114902496	-0.04699093848466873	-0.021576203405857086	-0.00711965374648571	0.17685472965240479	-0.3867053985595703	-0.015556242316961288	0.2077583521604538	0.05849156156182289	0.10875298827886581	0.07386906445026398	-0.054266512393951416	0.09635418653488159	0.08164877444505692	-0.17815367877483368	0.040638916194438934	0.039788730442523956	-0.1603194773197174	0.021187350153923035	-0.1186433658003807	0.21733976900577545	0.059769731014966965	-0.05585606396198273	-0.11407272517681122	0.13370561599731445	-0.2272682934999466	-0.11669646948575974	0.10998611152172089	-0.042501118034124374	-0.14272478222846985	-0.26696115732192993	0.020672684535384178	0.36198368668556213	0.2776487171649933	-0.11469684541225433	0.15075595676898956	-0.08066069334745407	-0.06678889691829681	0.10238773375749588	0.048880789428949356	-0.039712388068437576	0.08060210198163986	-0.0788445994257927	0.06158081442117691	0.3147739768028259	0.0086657190695405	0.0021143616177141666	0.25082409381866455	0.08236686885356903	-0.041708655655384064	0.044953908771276474	0.015546286478638649	-0.016375413164496422	-0.05821702629327774	-0.16401804983615875	0.03874807059764862	-0.000337379053235054	-0.026104412972927094	0.017619425430893898	0.07408013194799423	-0.204164519906044	0.14117908477783203	-0.0473000667989254	-0.019041255116462708	-0.07184647768735886	-0.021161455661058426	-0.12009701132774353	-0.022956430912017822	0.10583064705133438	-0.23793041706085205	0.10919506102800369	0.09498509019613266	0.0018857137765735388	0.0723474770784378	0.02850058488547802	0.0012399740517139435	-0.02991088107228279	-0.09566467255353928	-0.06465023756027222	-0.12327428162097931	0.1534051150083542	-0.012101510539650917	0.06665900349617004	0.041579458862543106
brienne-of-tarth	Старки	-0.15222111344337463	0.06429729610681534	0.05619730055332184	-0.06274263560771942	-0.15814515948295593	0.025062397122383118	0.0051989685744047165	-0.11474740505218506	0.18191921710968018	-0.05719078704714775	0.190527081489563	-0.10059135407209396	-0.30377212166786194	-0.00337737868539989	0.07098447531461716	0.19495047628879547	-0.0828792080283165	-0.1999131143093109	-0.14312981069087982	-0.08998046070337296	-0.08188076317310333	0.025220392271876335	0.025797152891755104	0.07352381944656372	-0.17134328186511993	-0.1855686753988266	-0.04956337809562683	-0.09950972348451614	0.03933762013912201	-0.0646711215376854	-0.039557114243507385	0.10471194237470627	-0.14730291068553925	-0.009340314194560051	0.09917297959327698	0.1903553009033203	-0.053202442824840546	-0.13630354404449463	0.20823770761489868	-0.07546061277389526	-0.22528362274169922	-0.05781485512852669	0.04468884319067001	0.17831023037433624	0.24526333808898926	0.0006891995435580611	-0.020176686346530914	-0.04252806678414345	0.14709003269672394	-0.2778657376766205	0.07311439514160156	0.15587849915027618	0.08420360833406448	0.08406990766525269	0.05738138034939766	-0.17792777717113495	0.016309829428792	0.23203951120376587	-0.20249605178833008	-0.058247193694114685	0.03992573916912079	-0.11994760483503342	0.019562479108572006	-0.09263090789318085	0.23082296550273895	0.1660287231206894	-0.12938641011714935	-0.16435372829437256	0.18086625635623932	-0.14677099883556366	-0.09171513468027115	0.11642894893884659	-0.16128453612327576	-0.1022462323307991	-0.3057250380516052	-0.022579705342650414	0.3809126913547516	0.058160386979579926	-0.14785602688789368	0.026998400688171387	-0.05899915099143982	-0.020890921354293823	-0.051652632653713226	0.05477333068847656	-0.011158326640725136	-0.15220750868320465	-0.110829658806324	-0.09061037003993988	0.2846410572528839	-0.0883115753531456	0.02182498574256897	0.16119350492954254	0.00629714410752058	-0.062472909688949585	-0.03032568469643593	0.06814829260110855	-0.053292423486709595	-0.05676930770277977	-0.03168090060353279	-0.04405327886343002	-0.06805212050676346	-0.046438731253147125	-0.01559486985206604	0.11165204644203186	-0.2395026832818985	0.1522350162267685	0.00590281467884779	0.017868902534246445	-0.051517389714717865	-0.051033005118370056	-0.001711633987724781	-0.0017753938445821404	0.1687220185995102	-0.3393137753009796	0.18623583018779755	0.13915202021598816	-0.03675862029194832	0.11944592744112015	-0.014999649487435818	0.10694582015275955	0.007833919487893581	0.017670679837465286	-0.1315048485994339	-0.1445622742176056	0.05811972916126251	0.00017151469364762306	0.0011617233976721764	0.13967856764793396
brienne-of-tarth	Старки	-0.09826821088790894	0.018904373049736023	0.06699923425912857	-0.09551216661930084	-0.17473463714122772	0.013528987765312195	-0.016193699091672897	-0.08125011622905731	0.1523459553718567	-0.021250609308481216	0.15972235798835754	-0.08933605253696442	-0.25184690952301025	0.009030554443597794	0.08527543395757675	0.15807770192623138	-0.07615926861763	-0.1626015454530716	-0.1584276705980301	-0.08554162085056305	-0.11427696794271469	0.058408334851264954	0.06103035435080528	0.08549100905656815	-0.16203464567661285	-0.18641628324985504	-0.03870305418968201	-0.1019480973482132	0.04497673362493515	-0.04555078595876694	-0.038553591817617416	0.08267340809106827	-0.15473142266273499	-0.01678425632417202	0.10966417193412781	0.18484827876091003	-0.09354354441165924	-0.14899122714996338	0.2185375690460205	-0.05182773247361183	-0.2170615792274475	-0.04237882420420647	-0.00745765957981348	0.16205516457557678	0.25164565443992615	0.004681956954300404	0.017175735905766487	-0.02746335044503212	0.14620816707611084	-0.2879619300365448	0.11748841404914856	0.15314632654190063	0.028614338487386703	0.054076746106147766	0.03743694722652435	-0.1488039642572403	-0.0004677744582295418	0.2610129117965698	-0.19779132306575775	-0.03386140242218971	0.040983058512210846	-0.08387385308742523	0.010719344951212406	-0.09244885295629501	0.21923108398914337	0.1764332503080368	-0.13729935884475708	-0.19029922783374786	0.17370542883872986	-0.1572563499212265	-0.11343968659639359	0.11825171858072281	-0.1602254956960678	-0.08845167607069016	-0.31765127182006836	-0.0016666334122419357	0.4218046963214874	0.034963421523571014	-0.17117716372013092	-0.023324189707636833	-0.07505762577056885	-0.014230516739189625	-0.03218895569443703	0.04715342819690704	-0.009012189693748951	-0.14833952486515045	-0.10681550949811935	-0.10006120055913925	0.29144003987312317	-0.0817624032497406	-0.03317439183592796	0.14458738267421722	0.03747982531785965	-0.05268483608961105	-0.005019329022616148	0.08231166750192642	-0.03195081651210785	-0.05658911168575287	-0.06023247539997101	-0.017664428800344467	-0.05357322469353676	-0.03332533687353134	-0.03828328475356102	0.14050771296024323	-0.21310000121593475	0.20174434781074524	0.0042398301884531975	-0.02331019565463066	-0.04664575308561325	-0.03681623190641403	-0.04447181150317192	-0.037518542259931564	0.18994812667369843	-0.3186887502670288	0.16249337792396545	0.14908337593078613	0.02333703450858593	0.1229114979505539	-0.014118950814008713	0.09977342188358307	0.015770789235830307	0.049117639660835266	-0.13554587960243225	-0.15235064923763275	0.043237023055553436	0.03587111830711365	0.00386675912886858	0.1528947800397873
brienne-of-tarth	Старки	-0.1049848347902298	0.03003067523241043	0.07230650633573532	-0.06800277531147003	-0.12430135160684586	-0.0015520132146775723	-0.07498158514499664	-0.05117037892341614	0.12280181795358658	-0.08323416113853455	0.15541498363018036	-0.08925273269414902	-0.33818838000297546	0.019030362367630005	0.030410461127758026	0.17569707334041595	-0.09703075140714645	-0.13782227039337158	-0.12966766953468323	-0.07705525308847427	-0.06506331264972687	0.07923781871795654	0.08065563440322876	0.07630249112844467	-0.08107532560825348	-0.24900628626346588	-0.08596676588058472	-0.06200043112039566	-0.011491780169308186	-0.10979314148426056	-0.05664411932229996	0.031843747943639755	-0.1335267275571823	-0.05859852954745293	0.09667428582906723	0.1694093644618988	-0.06419040262699127	-0.13713644444942474	0.24895666539669037	-0.0033386186696588993	-0.17285007238388062	-0.0645236223936081	0.04664759710431099	0.21038596332073212	0.17226353287696838	0.07109232991933823	0.00029048509895801544	-0.02849687822163105	0.14952167868614197	-0.27593478560447693	0.07508833706378937	0.14575089514255524	0.07431580871343613	0.10153304785490036	0.03316463530063629	-0.1645137071609497	0.006161564029753208	0.2906173765659332	-0.16428978741168976	0.0026345637161284685	0.004534292034804821	-0.1201852411031723	-0.012244941666722298	-0.07053156197071075	0.26223689317703247	0.16796749830245972	-0.13366283476352692	-0.19555805623531342	0.20823204517364502	-0.1364775002002716	-0.1495462954044342	0.0985507071018219	-0.14494894444942474	-0.07232176512479782	-0.29865893721580505	-0.017680857330560684	0.3187166750431061	0.025102291256189346	-0.15162110328674316	-0.02427288517355919	-0.039549700915813446	-0.00083134975284338	-0.06550974398851395	0.09026815742254257	-0.047853440046310425	-0.05367060378193855	-0.07148769497871399	-0.09246908128261566	0.24588586390018463	-0.0458531491458416	-0.0437818244099617	0.14029696583747864	0.04575233906507492	0.02941698208451271	0.06758584827184677	0.076099693775177	-0.04468801990151405	-0.09544608741998672	-0.13715296983718872	-0.02451816387474537	-0.00645845104008913	-0.07388486713171005	-0.034568168222904205	0.12275557219982147	-0.19745361804962158	0.14863644540309906	-0.025392761453986168	-0.05579699948430061	-0.037472888827323914	0.01984480768442154	-0.05637351796030998	-0.03698445111513138	0.18083059787750244	-0.33119943737983704	0.17732520401477814	0.20940567553043365	0.010712264105677605	0.12208457291126251	0.005820146296173334	0.12510932981967926	0.003993897698819637	0.030328229069709778	-0.14837515354156494	-0.19359417259693146	0.06489671766757965	0.06978259235620499	0.009178324602544308	0.10223693400621414
brienne-of-tarth	Старки	-0.07673109322786331	0.021418534219264984	0.11029055714607239	-0.0919310450553894	-0.10349218547344208	0.009961754083633423	-0.03328729420900345	-0.1203957349061966	0.08614686131477356	-0.06432748585939407	0.231100395321846	-0.12900410592556	-0.3240046203136444	0.027639908716082573	0.047805264592170715	0.1564226746559143	-0.041026849299669266	-0.1721266359090805	-0.17245477437973022	-0.018101394176483154	-0.07893349230289459	0.08514272421598434	0.045185741037130356	0.09749811887741089	-0.12862035632133484	-0.22316980361938477	-0.10184410959482193	-0.1113734096288681	0.0010323505848646164	-0.10263435542583466	-0.06163898482918739	0.038771942257881165	-0.13146038353443146	-0.024125458672642708	0.08788294345140457	0.11824159324169159	-0.09736085683107376	-0.18679384887218475	0.2395995855331421	-0.00859033688902855	-0.20077885687351227	-0.09448900818824768	0.026814792305231094	0.19819727540016174	0.18005238473415375	0.016606708988547325	0.073002889752388	-0.10136347264051437	0.10033249109983444	-0.23602785170078278	0.12578526139259338	0.13593144714832306	0.07869458198547363	0.13226452469825745	0.03096003271639347	-0.16543914377689362	0.040094342082738876	0.26243460178375244	-0.21103662252426147	0.05284561961889267	0.04885826259851456	-0.0967758297920227	0.007236042059957981	-0.07158557325601578	0.21507316827774048	0.12412970513105392	-0.12433425337076187	-0.1969824880361557	0.20301416516304016	-0.15208768844604492	-0.15884269773960114	0.12124549597501755	-0.17769880592823029	-0.13269934058189392	-0.31485429406166077	-0.030568910762667656	0.3308838903903961	0.047239191830158234	-0.20780494809150696	-0.012651365250349045	-0.04272085055708885	-0.05400294065475464	-0.02368999645113945	0.10236884653568268	0.015265770256519318	-0.08405975997447968	-0.09452024847269058	-0.0660010352730751	0.29879170656204224	-0.08567331731319427	-0.0032514003105461597	0.17030151188373566	0.016604909673333168	-0.09054914116859436	0.05801147222518921	0.12225856631994247	-0.05063382536172867	-0.04560180380940437	-0.06956378370523453	-0.011936846189200878	-0.03309883549809456	-0.027052834630012512	-0.056500423699617386	0.11520615220069885	-0.2040795087814331	0.21667443215847015	-0.006946022156625986	-0.06694413721561432	-0.048075657337903976	-0.09940812736749649	-0.04108395799994469	-0.046869002282619476	0.21323813498020172	-0.3032054901123047	0.1248219758272171	0.16713953018188477	0.05744257941842079	0.1027255728840828	-0.02564488910138607	0.12428306043148041	0.009664857760071754	0.00806738343089819	-0.20908863842487335	-0.14540345966815948	0.08619556576013565	0.057328805327415466	-0.0014888942241668701	0.10939987748861313
